timestamp,query,summary
1624110473.0,"[[""varan"", 0.7071067811865475], [""fuck"", 0.7071067811865475]]","I thought we were fucking bad 😂 #FRA. Was that a Varane mistake👁. What the fuck #HUNFRA. Where the fuck was Pogba for that goal? Lmao, look at varane 😂. Varane you shite. Varane be that ? The same varane United wan buy ? 🤐. Fuck off I have Pavard💀. VARANE WHAT ARE YOU DOING???"
1624112848.0,"[[""assist"", 1.0]]",Plz give that Mbappe assist. MBAPPE ASSISTTTT. Is that an mbappe assist? Mbappe assist? Please. Mbappe assist for fantasy I ain't complaining. Please tell me thats an Mbappe assist 😭. Mbappe better get that assist. @Nimish9 Mbappe assist Grizzi goal 😂.
